doc_id,title,feed,rank,rec_id,rec_title,rec_feed,cosine,same_topic
58,Electron 41.1.1 发布,开源中国,2,68,Node.js 25.9.0 发布,开源中国,0.393,0
58,Electron 41.1.1 发布,开源中国,3,92,Nanobot（OpenClaw 轻量实现）的底层原理解析,开源中国,0.3008,0
58,Electron 41.1.1 发布,开源中国,4,74,MacState v1.7.0 发布,开源中国,0.2981,1
58,Electron 41.1.1 发布,开源中国,5,69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,0.2759,0
59,谷歌：没人比我更懂 “不作恶”,开源中国,1,16,Google 发布开放权重模型 Gemma 4,Solidot,0.7783,1
59,谷歌：没人比我更懂 “不作恶”,开源中国,2,27,以小小小小胜大！Google 最强小模型刚刚发布，手机也能跑,爱范儿,0.766,1
59,谷歌：没人比我更懂 “不作恶”,开源中国,3,73,Google DeepMind 开源 Gemma 4,开源中国,0.6738,1
59,谷歌：没人比我更懂 “不作恶”,开源中国,4,178,爆料称PS5省电模式将限制CPU以匹配掌机硬件规格,CNBeta,0.3906,0
59,谷歌：没人比我更懂 “不作恶”,开源中国,5,83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,0.3793,0
60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,1,117,业内人士认为碳酸锂价格出现短期回调,36氪,0.4332,1
60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,2,54,微语 1.8.0 发布 - 开源智能客服,开源中国,0.4067,0
60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,3,216,动车组车顶为何一直闪光？原来是一对“火眼金睛”,CNBeta,0.311,1
60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,4,84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,0.3052,0
60,【AI 智能运维平台】本周更新：上线 MLOps 体验，监控中心支持自定义上报监控数据,开源中国,5,96,高端智能投影品牌AWOL Vision获近亿元B轮融资，新品拿下近2000万美金众筹｜硬氪首发,36氪,0.2404,0
61,:fire: Solon AI Harness 首次发布,开源中国,1,79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,0.5246,1
61,:fire: Solon AI Harness 首次发布,开源中国,2,66,Xiaomi MiMo Token Plan 发布,开源中国,0.3331,0
61,:fire: Solon AI Harness 首次发布,开源中国,3,209,张雪首次解释“一个子儿都没有”：自己当时只是想装一下,CNBeta,0.3093,0
61,:fire: Solon AI Harness 首次发布,开源中国,4,141,字节Seed启动大模型校招，全球招募100位最具潜力的2027届AI人才,雷锋网,0.2837,1
61,:fire: Solon AI Harness 首次发布,开源中国,5,53,MateClaw 1.0.0 正式版发布，开源的 JAVA 版本龙虾,开源中国,0.2787,0
62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,1,95,36氪首发 | 清华系团队研发矿石AI智能分选机，完成近2亿元C轮融资,36氪,0.4861,1
62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,2,127,GDPS2026 上海市人工智能行业协会与毕马威中国战略合作 共创智能化转型破局之路,雷锋网,0.3625,1
62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,3,119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,0.3496,0
62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,4,125,瀚博通过UALink互联测试，GPU将全面兼容新一代超节点,雷锋网,0.2977,0
62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,5,4,蟒蛇之血含有无副作用的减肥化合物,Solidot,0.2899,0
63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,1,124,Gen DAS Dex 正式发布：破解具身数据难题，从学习人类的双手开始,雷锋网,0.7005,1
63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,2,97,一群00后极客和这家机器人公司共处72小时,36氪,0.4535,1
63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,3,140,千人千面，告别AI标准脸，阿里发布Wan2.7-Image,雷锋网,0.4325,0
63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,4,143,科技爱好者周刊（第 390 期）：没有语料，大模型就是智障,阮一峰的网络日志,0.4146,0
63,美团发布原生多模态 LongCat-Next：当视觉和语音成为 AI 的母语,开源中国,5,47,被咬一口的世界，苹果 50 年的疯狂与奇迹,少数派,0.3602,0
64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,1,69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,0.6187,0
64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,2,67,DataGrip 2026.1 发布,开源中国,0.477,1
64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,3,206,"印尼游戏评级惹众怒 成人游戏评""3+"" 国际名作被禁发",CNBeta,0.4372,0
64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,4,100,一款运营三年的模拟经营游戏，是如何活力依旧的？,36氪,0.3912,0
64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,5,205,《星际战甲》社区总监：我们的游戏永远不会用AI,CNBeta,0.3685,0
65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,1,88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,0.5899,0
65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,2,56,智能路由如何实现 90% 成本下降？,开源中国,0.465,1
65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,3,97,一群00后极客和这家机器人公司共处72小时,36氪,0.3866,0
65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,4,96,高端智能投影品牌AWOL Vision获近亿元B轮融资，新品拿下近2000万美金众筹｜硬氪首发,36氪,0.3325,0
65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,5,135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,0.3287,0
66,Xiaomi MiMo Token Plan 发布,开源中国,1,79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,0.7718,0
66,Xiaomi MiMo Token Plan 发布,开源中国,2,57,PhpStorm 2026.1 发布,开源中国,0.5891,1
66,Xiaomi MiMo Token Plan 发布,开源中国,3,22,大翻脸！Anthropic 封杀 OpenClaw，龙虾之父：说服失败,爱范儿,0.4517,1
66,Xiaomi MiMo Token Plan 发布,开源中国,4,165,一杯奶茶钱！阿里云“包月”畅用多款 AI 模型！跑 OpenClaw 任务、写代码再也不心疼,异次元软件世界,0.4173,0
66,Xiaomi MiMo Token Plan 发布,开源中国,5,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.403,0
67,DataGrip 2026.1 发布,开源中国,1,77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,0.4826,0
67,DataGrip 2026.1 发布,开源中国,2,64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,0.477,1
67,DataGrip 2026.1 发布,开源中国,3,174,TreeSize - 用“上帝视角”找出霸占硬盘空间的大文件！好用免费扫描清理垃圾工具,异次元软件世界,0.3923,0
67,DataGrip 2026.1 发布,开源中国,4,65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,0.2773,0
67,DataGrip 2026.1 发布,开源中国,5,48,Notepad-- v3.7.1 已经发布，文本编辑器,开源中国,0.2731,0
68,Node.js 25.9.0 发布,开源中国,1,39,愿君多修葺，此物最相思：从我的故事谈「数字遗产」保护,少数派,0.5787,0
68,Node.js 25.9.0 发布,开源中国,2,50,XXL-JOB v3.4.0 发布 | OpenClaw 集成、合并调度、健壮性及体验增强,开源中国,0.4178,0
68,Node.js 25.9.0 发布,开源中国,3,58,Electron 41.1.1 发布,开源中国,0.393,0
68,Node.js 25.9.0 发布,开源中国,4,53,MateClaw 1.0.0 正式版发布，开源的 JAVA 版本龙虾,开源中国,0.3345,0
68,Node.js 25.9.0 发布,开源中国,5,174,TreeSize - 用“上帝视角”找出霸占硬盘空间的大文件！好用免费扫描清理垃圾工具,异次元软件世界,0.221,0
69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,1,64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,0.6187,0
69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,2,87,HarfBuzz 14.0 发布,开源中国,0.4936,0
69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,3,89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,0.4669,0
69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,4,57,PhpStorm 2026.1 发布,开源中国,0.3729,0
69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,5,180,英特尔终止 Unity 引擎的 XeSS 官方支持,CNBeta,0.3041,0
70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,1,126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,0.5899,1
70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,2,131,一次停滞观全局：自动驾驶安全冗余与产业发展定力,雷锋网,0.5111,1
70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,3,53,MateClaw 1.0.0 正式版发布，开源的 JAVA 版本龙虾,开源中国,0.4728,0
70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,4,152,微信官方推“龙虾” 插件 ClawBot！连接 OpenClaw，秒变 AI 好友,异次元软件世界,0.4385,0
70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,5,80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,0.3442,0
71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,1,118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,0.6837,0
71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,2,41,本周看什么 | 最近值得一看的 9 部作品,少数派,0.3065,0
71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,3,169,原价 $60 的“沉浸式听书”应用 Aurader，现免费领终身会员 (iOS),异次元软件世界,0.2935,0
71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,4,57,PhpStorm 2026.1 发布,开源中国,0.2623,0
71,WebAgent ：基于 MCP 协议打造的智能应用 “超级路由器”,开源中国,5,42,为了将网页变为应用程序，我们付出了多少努力？（一）,少数派,0.246,1
72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,1,120,红果短剧：针对近期AI短剧素材违规使用问题频发的情况，已处置作品670部,36氪,0.7137,0
72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,2,170,腾讯视频 SVIP 超级会员年卡优惠，新年好价！(支持 TV 电视端),异次元软件世界,0.5057,1
72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,3,80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,0.3936,1
72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,4,155,HandBrake 官方绿色中文版 - 开源免费视频格式转换/压缩转码压制工具 (跨平台),异次元软件世界,0.3133,1
72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,5,198,EA痛下杀手 17年后《植物大战僵尸HD》官宣停服,CNBeta,0.264,0
73,Google DeepMind 开源 Gemma 4,开源中国,1,16,Google 发布开放权重模型 Gemma 4,Solidot,0.947,1
73,Google DeepMind 开源 Gemma 4,开源中国,2,27,以小小小小胜大！Google 最强小模型刚刚发布，手机也能跑,爱范儿,0.8845,1
73,Google DeepMind 开源 Gemma 4,开源中国,3,44,派早报：Google 发布 Gemma 4 开源系列模型、智谱发布 GLM-5V-Turbo 多模态模型等,少数派,0.7978,1
73,Google DeepMind 开源 Gemma 4,开源中国,4,59,谷歌：没人比我更懂 “不作恶”,开源中国,0.6738,1
73,Google DeepMind 开源 Gemma 4,开源中国,5,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.3957,1
74,MacState v1.7.0 发布,开源中国,1,164,Bundlehunt 2026 Mac 软件促销包上架：39 款终身激活码打折自选,异次元软件世界,0.6171,0
74,MacState v1.7.0 发布,开源中国,2,55,Tailscale 推出 macOS 窗口化界面：解决刘海屏菜单栏图标“消失”难题,开源中国,0.5215,0
74,MacState v1.7.0 发布,开源中国,3,52,DockMaster Pro v1.0.0 正式发布,开源中国,0.4481,0
74,MacState v1.7.0 发布,开源中国,4,114,媒体：全球最大的电池制造商宁德时代将雄心拓展至远洋 计划今年将其海洋事业部规模扩大一倍,36氪,0.3814,0
74,MacState v1.7.0 发布,开源中国,5,126,充电宝新国标正式发布，Anker安克率先推出符合新规测试产品,雷锋网,0.3366,1
75,AIGC For Future 全球挑战赛正式启幕，OSChina 邀您直通日内瓦,开源中国,1,13,最富 0.1% 人口的离岸财富超过最穷半数人口的财富总和,Solidot,0.7256,0
75,AIGC For Future 全球挑战赛正式启幕，OSChina 邀您直通日内瓦,开源中国,2,105,全球海拔最高的槽式光热电站在西藏开工建设,36氪,0.5442,1
75,AIGC For Future 全球挑战赛正式启幕，OSChina 邀您直通日内瓦,开源中国,3,99,元气森林2044创造营背后：创新要年轻，研发要更重 | 最前线,36氪,0.3784,0
75,AIGC For Future 全球挑战赛正式启幕，OSChina 邀您直通日内瓦,开源中国,4,41,本周看什么 | 最近值得一看的 9 部作品,少数派,0.3552,0
75,AIGC For Future 全球挑战赛正式启幕，OSChina 邀您直通日内瓦,开源中国,5,9,可再生能源新增装机容量占全球新增装机容量的八成以上,Solidot,0.31,0
76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,1,38,App+1｜装上它、然后忘掉它：用 ShotClean 自动化管理截图,少数派,0.5223,0
76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,2,119,商务部电子商务司负责人解读《关于更好服务实体经济 推进电子商务高质量发展的指导意见》,36氪,0.4575,0
76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,3,54,微语 1.8.0 发布 - 开源智能客服,开源中国,0.2784,0
76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,4,114,媒体：全球最大的电池制造商宁德时代将雄心拓展至远洋 计划今年将其海洋事业部规模扩大一倍,36氪,0.2491,0
76,Fedora 拒绝使用 systemd 管理用户环境变量提案,开源中国,5,36,早报｜国内五大手机厂商全线涨价/奇瑞宣布放1天春假，但要用年假来换/广州早茶新规：茶位费必须配茶、传统点心须24小时现制,爱范儿,0.2362,1
77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,1,6,律师滥用 AI 生成虚假案例的事件激增,Solidot,0.6857,0
77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,2,67,DataGrip 2026.1 发布,开源中国,0.4826,0
77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,3,62,前 2 个月我国规上互联网企业完成互联网业务收入 3179 亿元,开源中国,0.2812,0
77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,4,58,Electron 41.1.1 发布,开源中国,0.2674,0
77,CrateDB 6.2.4 发布，分布式 SQL 数据库,开源中国,5,65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,0.251,0
78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,1,90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,0.5896,0
78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,2,51,免费甘特图星甘 StarGantt 假期不打烊！推出小时模式、优化微信登录，AI 生成更稳定,开源中国,0.5597,1
78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,3,30,腾讯会议这波 AI 功能，让我彻底戒掉了整理焦虑,爱范儿,0.3162,0
78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,4,170,腾讯视频 SVIP 超级会员年卡优惠，新年好价！(支持 TV 电视端),异次元软件世界,0.2397,0
78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,5,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.2249,0
79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,1,66,Xiaomi MiMo Token Plan 发布,开源中国,0.7718,0
79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,2,57,PhpStorm 2026.1 发布,开源中国,0.6098,0
79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,3,61,:fire: Solon AI Harness 首次发布,开源中国,0.5246,1
79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,4,142,科技爱好者周刊（第 391 期）：AI 的贫富分化,阮一峰的网络日志,0.4868,0
79,:fire: SolonCode CLI v2026.4.5 发布（编程智能体）,开源中国,5,34,惹众怒！Anthropic 疯狂删库，他连夜爆改 Claude Code 源码拿下史上最快 10 万星,爱范儿,0.4308,0
80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,1,198,EA痛下杀手 17年后《植物大战僵尸HD》官宣停服,CNBeta,0.4315,0
80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,2,197,欧洲开源办公套件“Euro-Office”登场 被视为针对微软Office的又一方案,CNBeta,0.4239,0
80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,3,72,微信 “AI 魔改” 治理： 3 月清理 3800 条违规视频,开源中国,0.3936,1
80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,4,91,🔥 事件流添加 JS 变量：开源无代码 / 低代码平台 NocoBase,开源中国,0.3456,0
80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,5,70,蚂蚁集团与清华大学联合开源 ClawAegis，面向 OpenClaw 智能体的安全防御插件,开源中国,0.3442,0
81,Visual Studio Code 1.114 发布,开源中国,1,48,Notepad-- v3.7.1 已经发布，文本编辑器,开源中国,0.5745,0
81,Visual Studio Code 1.114 发布,开源中国,2,66,Xiaomi MiMo Token Plan 发布,开源中国,0.3857,0
81,Visual Studio Code 1.114 发布,开源中国,3,8,微软更新服务条款声明 Copilot 仅供娱乐,Solidot,0.3376,0
81,Visual Studio Code 1.114 发布,开源中国,4,118,OpenAI状态页显示：ChatGPT 网页版当前出现故障,36氪,0.318,0
81,Visual Studio Code 1.114 发布,开源中国,5,57,PhpStorm 2026.1 发布,开源中国,0.2473,0
82,Redis 自动化运维最佳实践,开源中国,1,123,泉智博高爆发关节自动化产线投产，加速具身智能商业化,雷锋网,0.6446,0
82,Redis 自动化运维最佳实践,开源中国,2,38,App+1｜装上它、然后忘掉它：用 ShotClean 自动化管理截图,少数派,0.3839,0
82,Redis 自动化运维最佳实践,开源中国,3,98,神州数码2025年营收超1400亿，AI相关业务增长近五成｜最前线,36氪,0.3719,1
82,Redis 自动化运维最佳实践,开源中国,4,49,【Ease UI】2026-04-06 组件更新：新增组件 xly-json-viewer json 查看器组件,开源中国,0.2738,0
82,Redis 自动化运维最佳实践,开源中国,5,137,夏中谱去向悬念落地，「地平线」+「理想汽车」齐聚无界动力,雷锋网,0.2641,0
83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,1,196,三星无惧“内存崩盘”恐慌：一季度价格翻倍后二季度再调涨三成,CNBeta,0.6067,0
83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,2,3,Ubuntu 26.04 LTS 的最低内存需求提高到 6GB,Solidot,0.5364,0
83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,3,109,美股大型科技股盘前多数上涨，特斯拉涨1%,36氪,0.4892,0
83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,4,176,HBM难以生产 内存货将持续5年,CNBeta,0.4791,0
83,树莓派 4 3GB 版发布，受内存影响价格再次上涨,开源中国,5,188,闲鱼大幅度提高专业卖家平台费率 销售智能手机费率从0.6%上涨到1.6%,CNBeta,0.4135,0
84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,1,1,认知投降导致 AI 用户放弃逻辑思维能力,Solidot,0.3598,0
84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,2,32,每天烧 120 万亿 Token，这是 AI 圈最新的凡尔赛,爱范儿,0.3329,0
84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,3,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.3301,1
84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,4,9,可再生能源新增装机容量占全球新增装机容量的八成以上,Solidot,0.3282,0
84,阶跃星辰发布最新模型 Step 3.5 Flash 2603，提升推理效率与灵活性,开源中国,5,66,Xiaomi MiMo Token Plan 发布,开源中国,0.3157,0
85,科技巨头裁员潮背后：CEO 集体“甩锅”AI,开源中国,1,208,越预警越被骂 AI三巨头陷入“奥本海默”死局,CNBeta,0.492,0
85,科技巨头裁员潮背后：CEO 集体“甩锅”AI,开源中国,2,44,派早报：Google 发布 Gemma 4 开源系列模型、智谱发布 GLM-5V-Turbo 多模态模型等,少数派,0.2636,0
85,科技巨头裁员潮背后：CEO 集体“甩锅”AI,开源中国,3,129,35岁大厂人自救：AI裁员潮下，Claude和小龙虾谁能帮我「续命」？,雷锋网,0.2616,0
85,科技巨头裁员潮背后：CEO 集体“甩锅”AI,开源中国,4,112,韩国计划将可再生能源发电占比提升至20%,36氪,0.2552,0
85,科技巨头裁员潮背后：CEO 集体“甩锅”AI,开源中国,5,36,早报｜国内五大手机厂商全线涨价/奇瑞宣布放1天春假，但要用年假来换/广州早茶新规：茶位费必须配茶、传统点心须24小时现制,爱范儿,0.2403,0
86,智谱 AI 披露 2025 年业绩：收入增长 131.9%，毛利率达 41%,开源中国,1,106,中国核电：第一季度上网电量为549.25亿千瓦时 同比下降2.7%,36氪,0.8209,1
86,智谱 AI 披露 2025 年业绩：收入增长 131.9%，毛利率达 41%,开源中国,2,98,神州数码2025年营收超1400亿，AI相关业务增长近五成｜最前线,36氪,0.5535,0
86,智谱 AI 披露 2025 年业绩：收入增长 131.9%，毛利率达 41%,开源中国,3,101,泡泡玛特，风光不再？,36氪,0.5216,0
86,智谱 AI 披露 2025 年业绩：收入增长 131.9%，毛利率达 41%,开源中国,4,44,派早报：Google 发布 Gemma 4 开源系列模型、智谱发布 GLM-5V-Turbo 多模态模型等,少数派,0.3074,0
86,智谱 AI 披露 2025 年业绩：收入增长 131.9%，毛利率达 41%,开源中国,5,113,司美格鲁肽口服减重药已开出超60万张处方，市场空间还有多大,36氪,0.2718,0
87,HarfBuzz 14.0 发布,开源中国,1,69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,0.4936,0
87,HarfBuzz 14.0 发布,开源中国,2,9,可再生能源新增装机容量占全球新增装机容量的八成以上,Solidot,0.4739,1
87,HarfBuzz 14.0 发布,开源中国,3,156,终于来了！Chrome 原生垂直标签栏，开启方法超简单 (免装插件),异次元软件世界,0.4664,0
87,HarfBuzz 14.0 发布,开源中国,4,47,被咬一口的世界，苹果 50 年的疯狂与奇迹,少数派,0.3326,0
87,HarfBuzz 14.0 发布,开源中国,5,64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,0.3271,0
88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,1,135,阿里发布国产最强编程模型Qwen3.6-Plus,雷锋网,0.7748,1
88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,2,130,全球权威大模型盲测榜单公布，阿里千问3.6登顶中国最强编程模型,雷锋网,0.7455,1
88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,3,122,阿里千问3.6Plus大模型登顶全球模型调用排行榜首,雷锋网,0.681,1
88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,4,65,Cursor 3 发布：AI 编程进入“智能体集群”时代,开源中国,0.5899,0
88,阿里发布 Qwen3.6-Plus：中国编程能力最强的模型,开源中国,5,165,一杯奶茶钱！阿里云“包月”畅用多款 AI 模型！跑 OpenClaw 任务、写代码再也不心疼,异次元软件世界,0.4012,0
89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,1,58,Electron 41.1.1 发布,开源中国,0.8125,0
89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,2,69,PyCharm 2026.1：全新调试引擎、原生 uv 支持与自由的 AI 协作,开源中国,0.4669,0
89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,3,92,Nanobot（OpenClaw 轻量实现）的底层原理解析,开源中国,0.295,0
89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,4,87,HarfBuzz 14.0 发布,开源中国,0.2828,0
89,Lodash 4.18.1 发布，JavaScript 实用工具库,开源中国,5,64,Rider 2026.1 发布：单文件 C# 运行、反汇编查看与游戏开发深度优化,开源中国,0.2195,0
90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,1,78,腾讯就 WorkBuddy 登录异常致歉：将向所有受影响国内用户补偿 1000 Credits,开源中国,0.5896,0
90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,2,55,Tailscale 推出 macOS 窗口化界面：解决刘海屏菜单栏图标“消失”难题,开源中国,0.5119,1
90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,3,51,免费甘特图星甘 StarGantt 假期不打烊！推出小时模式、优化微信登录，AI 生成更稳定,开源中国,0.4541,0
90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,4,32,每天烧 120 万亿 Token，这是 AI 圈最新的凡尔赛,爱范儿,0.3095,0
90,Maxkb4j v2.6.0 已经发布，开源 LLMOps 平台,开源中国,5,28,早报｜豆包大模型日均Token使用量破120万亿/广电行业组织发布AI换脸严正声明/任天堂前销售负责人：Switch 2涨价几乎不可避免,爱范儿,0.2729,1
91,🔥 事件流添加 JS 变量：开源无代码 / 低代码平台 NocoBase,开源中国,1,192,如果有一天周杰伦用AI写歌，你还会听吗？,CNBeta,0.4812,0
91,🔥 事件流添加 JS 变量：开源无代码 / 低代码平台 NocoBase,开源中国,2,154,复旦团队研发“切问学术 AI”上线（赠送100个5 折兑换码名额）,异次元软件世界,0.3456,0
91,🔥 事件流添加 JS 变量：开源无代码 / 低代码平台 NocoBase,开源中国,3,80,Cloudflare 开源 EmDash：WordPress 的精神继任者,开源中国,0.3456,0
91,🔥 事件流添加 JS 变量：开源无代码 / 低代码平台 NocoBase,开源中国,4,26,苹果，Vibe Coding 最严厉的父亲,爱范儿,0.3108,0
