doc_id,title,feed,topic,label,PCA_x,PCA_y,t-SNE_x,t-SNE_y,UMAP_x,UMAP_y
165,一杯奶茶钱！阿里云“包月”畅用多款 AI 模型！跑 OpenClaw 任务、写代码再也不心疼,异次元软件世界,4,AI办公工具,-0.2543761,-0.4019328,-3.3517504,-18.793827,11.839804,-0.41786408
166,网易爆米花 - 免费将网盘打造成影视库播放器 (自动刮削电影海报墙 / 直连网盘 / HDR),异次元软件世界,3,耳机与数码,-0.38617763,-0.1319008,2.926198,-17.449589,9.07135,-0.61147904
167,115 网盘会员 “8 年卡 VIP” 限时大优惠 - 送不限速 40TB 空间 + 离线下载,异次元软件世界,3,耳机与数码,-0.45636556,-0.03678453,2.3872316,-16.787634,9.412526,-0.7459365
168,Escrcpy - 免费开源！电脑控制安卓手机的投屏工具 (屏幕镜像 / 无线 / AI 自动化 / 录屏),异次元软件世界,3,耳机与数码,-0.44702095,-0.16943778,4.0906816,-22.169601,9.13003,0.14240074
169,原价 $60 的“沉浸式听书”应用 Aurader，现免费领终身会员 (iOS),异次元软件世界,3,耳机与数码,-0.50591505,-0.10005098,0.7678446,-16.845724,9.335631,-0.7052689
170,腾讯视频 SVIP 超级会员年卡优惠，新年好价！(支持 TV 电视端),异次元软件世界,3,耳机与数码,-0.40439388,-0.002044683,3.2984228,-14.455295,9.721535,-0.633822
171,快到离谱！voidImageViewer 比图片还小的免费“极速看图”神器 (出自 Everything 团队),异次元软件世界,3,耳机与数码,-0.5172365,-0.18232445,6.295306,-19.033651,9.261479,-0.079565845
172,新年 31 款正版软件 5 折起！Bartender / XYplorer / Fences / Downie 等…,异次元软件世界,3,耳机与数码,-0.49859333,-0.062352233,1.1252257,-14.088436,9.766469,-0.91405404
173,经典续命！Windows 7 最终“究极整合版” 2026.1 镜像 (集成至今全部更新补丁),异次元软件世界,3,耳机与数码,-0.30378938,0.02595595,-8.739045,-19.5391,9.92579,-0.25747377
174,TreeSize - 用“上帝视角”找出霸占硬盘空间的大文件！好用免费扫描清理垃圾工具,异次元软件世界,3,耳机与数码,-0.47283456,-0.11471271,5.0236783,-21.219677,9.084022,0.23542735
175,Linus确认Linux 7.0 稳定版下周发布,CNBeta,3,耳机与数码,-0.02976566,0.20168701,-14.9758625,-16.674217,9.328674,1.4473408
176,HBM难以生产 内存货将持续5年,CNBeta,9,苹果生态,0.042464595,0.18377978,-24.35859,-7.1695447,13.417499,-0.117474355
177,最新研究发现人类语言越来越平庸化 AI正在反向教人类说话,CNBeta,4,AI办公工具,0.058619283,0.08420088,-24.971493,2.5595562,11.242693,2.1271698
178,爆料称PS5省电模式将限制CPU以匹配掌机硬件规格,CNBeta,4,AI办公工具,0.020674733,0.1554236,23.745205,11.18821,14.079521,0.7007411
179,英特尔推纹理集神经压缩技术 纹理体积缩小至原来的1/18,CNBeta,1,企业AI落地,0.028109804,0.17532913,13.56013,8.131734,10.549208,1.3430996
180,英特尔终止 Unity 引擎的 XeSS 官方支持,CNBeta,3,耳机与数码,0.03057558,0.11715408,13.619219,6.9732585,10.89329,1.2535024
181,NASA发布绕月任务中用iPhone 17 Pro Max拍摄的月球之旅照片,CNBeta,2,新能源汽车,0.022590177,0.16179307,23.07415,-5.8100977,9.7836275,3.6245863
182,美空军启动下一代核导弹井建设 原有“民兵”井全面升级换代,CNBeta,2,新能源汽车,0.0617629,0.18383458,14.61952,0.04201564,11.339426,3.4970958
183,10-3横扫世界第一 赵心童创历史包揽三冠 夺得斯诺克巡回锦标赛冠军,CNBeta,3,耳机与数码,0.06285429,0.20282002,-16.055843,-11.5815,10.149499,2.033817
184,段永平：泡泡玛特不会做假账 我得买够泡泡玛特再接近王宁,CNBeta,7,机器人与编程,0.07754819,0.26599592,18.648134,8.150019,10.572037,3.1163685
185,NVIDIA神经纹理压缩技术让显存需求爆降85%：从6.5GB降至970MB画质不变,CNBeta,7,机器人与编程,0.045726687,0.15446903,13.747899,8.951921,10.609596,1.6230102
186,伊朗威胁要炸掉300亿美元OpenAI星际之门AI数据中心,CNBeta,6,智能体与安全,0.055198837,0.2583054,-2.1558075,22.373238,11.373846,3.9519768
187,阿尔忒弥斯2号飞过“地月中点”：将从6500公里外掠过月球,CNBeta,2,新能源汽车,0.05259764,0.24209046,21.124498,-3.7251623,9.654894,3.46152
188,闲鱼大幅度提高专业卖家平台费率 销售智能手机费率从0.6%上涨到1.6%,CNBeta,7,机器人与编程,0.04181388,0.20354965,-13.473391,-5.152417,13.23149,0.65790224
189,AMD锐龙9 9950X3D2海外预售价格将近1000美元,CNBeta,0,大模型与智驾,0.06212663,0.24624278,23.744335,15.274104,13.91985,0.37173736
190,Gamestop曾坚信游戏数字发行渠道只不过是昙花一现,CNBeta,5,游戏与传感器,0.044078756,0.22781955,10.684238,13.9735155,10.181616,1.560157
191,Meta拟贷款30亿美元建设AI数据中心,CNBeta,8,AI芯片算力,0.08230709,0.21079655,-3.2579412,20.54124,11.489,3.858103
192,如果有一天周杰伦用AI写歌，你还会听吗？,CNBeta,2,新能源汽车,-0.0163618,0.21896292,10.873363,-7.255196,10.72885,0.7299194
193,在伊朗被毁的美军特种作战飞机每架造价超过1亿美元,CNBeta,4,AI办公工具,0.039566845,0.22591937,-1.8020002,23.35927,11.214125,4.0715075
194,军事博主：F-15获救飞行员24小时内跋涉了150英里,CNBeta,6,智能体与安全,0.06061949,0.26235563,-0.99955857,23.475044,11.04039,3.9710171
195,地质学家捕捉到地核边缘的神秘“流动”信号,CNBeta,3,耳机与数码,0.079377025,0.20275857,19.637012,-3.4193835,9.679294,3.013946
196,三星无惧“内存崩盘”恐慌：一季度价格翻倍后二季度再调涨三成,CNBeta,4,AI办公工具,0.06370564,0.22984192,-23.49146,-6.569056,13.528363,0.038256697
197,欧洲开源办公套件“Euro-Office”登场 被视为针对微软Office的又一方案,CNBeta,5,游戏与传感器,-0.002504644,0.02970875,4.792887,13.213792,10.850074,0.17832172
198,EA痛下杀手 17年后《植物大战僵尸HD》官宣停服,CNBeta,2,新能源汽车,-0.04787111,0.21162052,8.272694,14.1758795,10.1529045,0.9979303
199,六折低价火车票是陷阱 背后藏电诈洗钱链条,CNBeta,5,游戏与传感器,0.008222167,0.23419501,20.504763,0.9458189,10.096966,3.1881878
200,年轻人热衷给古人上坟：霍去病墓前堆满薯片、辣条,CNBeta,9,苹果生态,0.031691376,0.2933208,17.057375,15.288685,10.557951,2.966109
201,《帝国时代4》DLC岳飞传震撼来袭,CNBeta,3,耳机与数码,0.009054359,0.21968453,16.994661,11.516612,10.744074,2.9959366
202,官方提醒警惕苹果iMessage诈骗,CNBeta,3,耳机与数码,0.020238986,0.22285405,-8.71675,13.872769,11.0373335,2.5956821
203,印度一简易摩天轮超载倒塌：底座撕裂 近30人受伤,CNBeta,1,企业AI落地,0.036685687,0.21898615,16.43905,11.005914,10.80243,2.7880368
204,段永平改口：泡泡玛特才是中国产品国际化的先驱 此前曾称不会投资泡泡玛特,CNBeta,8,AI芯片算力,0.09341808,0.23795615,19.041601,7.7256775,10.587422,3.3051481
205,《星际战甲》社区总监：我们的游戏永远不会用AI,CNBeta,2,新能源汽车,0.059090182,0.18956824,11.692468,12.3197365,10.106864,1.4660876
206,"印尼游戏评级惹众怒 成人游戏评""3+"" 国际名作被禁发",CNBeta,9,苹果生态,0.059999682,0.24127755,11.166238,12.661799,10.139707,1.4114534
207,麦当劳推出“一指神器” 边吃汉堡边打游戏,CNBeta,7,机器人与编程,-0.05268083,0.1416039,8.093539,-22.33262,9.387564,0.71815306
208,越预警越被骂 AI三巨头陷入“奥本海默”死局,CNBeta,9,苹果生态,0.050328948,0.1449814,-12.575916,2.42878,12.645819,0.28257382
209,张雪首次解释“一个子儿都没有”：自己当时只是想装一下,CNBeta,1,企业AI落地,0.04513404,0.17499664,12.439455,-5.6553135,10.845606,1.5318079
210,充分尊重张雪意见 慈善家陈光标捐给嫣然医院1000万元,CNBeta,5,游戏与传感器,0.05714957,0.25556508,15.847363,4.786658,11.242054,3.0298302
211,特斯拉Cybercab机舱曝光：无前备箱 内置超大储液罐,CNBeta,8,AI芯片算力,0.06360877,0.15651727,-9.657241,17.81253,11.790612,2.3618188
212,前任天堂销售主管分析NS2价格必然会遭遇上涨的原因,CNBeta,0,大模型与智驾,0.0505023,0.2520539,23.633371,11.765256,13.695533,0.424578
213,微软在使用条款中强调Copilot“仅供娱乐” 并不适合重要用途,CNBeta,8,AI芯片算力,0.0061475704,0.08946348,-9.462293,23.082098,11.139354,-0.17955346
214,意大利法院认定Netflix擅自涨价违法 可能要向用户退款,CNBeta,6,智能体与安全,0.037967842,0.18978544,22.464247,6.494071,11.185303,1.892078
215,女子坠崖被送医 爱犬独守原地7天 网友众筹用直升机救援,CNBeta,6,智能体与安全,0.033159275,0.28038773,15.285178,5.0907083,11.240903,2.864254
216,动车组车顶为何一直闪光？原来是一对“火眼金睛”,CNBeta,9,苹果生态,0.013728218,0.1505164,13.932265,-4.8745174,10.630773,1.8311493
217,曹操墓前布洛芬 霍去病墓前辣条 年轻人对贡品太懂了,CNBeta,8,AI芯片算力,0.04651249,0.19906461,16.848595,15.775724,10.346654,2.770853
218,今天起买飞机票更贵了 超800公里多掏100元,CNBeta,0,大模型与智驾,0.036298323,0.25116134,20.58466,0.33952063,9.853178,3.1578963
219,受原材料价格影响 家用电器最高涨30%,CNBeta,9,苹果生态,0.03145956,0.23101203,21.85315,6.647527,10.551435,2.5870485
